headword,entry_text,page
chi'lluwer,chi'lluwer s. shirui grande de,53
chi'tek,chi'tek s. pecho. Mañir tanku,54
chi'yek'apalli,*chi'yek'apalli (*chi'yeklli) vi.,54
chi'yekker',chi'yekker' vi. ¡escápate! ¡lárgate! ¡huye! ¡Chi'yekker',54
chichapalli,*chichapalli (*chichilli) vi.,54
chichi,"chichi s. exremento, caca,",54
chichi-daka,chichi-daka s. tipo de árbol isma,54
chichi-pidek,"chichi-pidek s. baño, cuartito",54
chichidek,chichidek s. excremento de,54
chichidek'apalli,*chichidek'apalli vi. tener diarrea. Ami Turu',54
chichiker',chichiker' (chichir') vi. ¡caga! ¡defeca! ¡Menmi dunsak,54
chichilu',chichilu' s. excremento de,54
chichipi,chichipi s. excremento de,54
chike'chulli,"chiketchulli; chike'chulli) vi. irse, volarse. Willeklek",55
chikercher',"chikercher' vi. ¡vuélate! ¡vete! ¡Wilek, chikercher'! ¡Curhuinsi, vuélate!",55
chikinen,"chikinen s. primero, mayor,",55
Chillilen,"Chillilen s. trueno, tronada.",55
chillilenchapalli,chillilenchapalli (chillilenchulli) vi. tronar.,55
chillilenñantapalli,chillilenñantapalli (chillilenñantulli) vt. darle el trueno a alguien. Chillilenñantullun. Me dio el trueno.,55
chilu1,"chilu1 s. bayuca pollo, bayuca",56
chilu2,"chilu2 s. otro nombre del pelejo,",56
chilu-pitellu,chilu-pitellu s. hilo de algodón,56
chimanchinek,"chimanchinek s. travesaño, viga que atraviesa el ancho del",56
chimekka,"chimekka s. ucsha, especie de",56
Chimenlusa',chimen s. piojo. Chimenlusa',56
chimentapalli,*chimentapalli (*chimentulli) vi. tener piojo. Nana Manila willin chimentulli. Ashinler,56
chimentutek,"chimentutek nom. piojoso, piojosa. Chimentutekken kenma. ¡Iker'a'su'lek",56
chimidektapalli,*chimidektapalli (*chimidektulli) vi. ahogarse. Dadapu' wa'dan,56
chimidekter',chimidekter' vi. ¡ahógate!,56
chimillin,chimillin s. camino a la muerte.,57
chiminpalli,*chiminpalli (*chimiñi) vi.,57
chimipi,chimipi 1) nom. cadáver (humano o animal). Laman chimipi,57
una,"una huangana muerta, apestando. 2) s. muerto.",57
A'danpi,Chimipi A'danpi adv. día de,57
chimipi-kutun,chimipi-kutun s. mortaja.,57
chimipi-muserpilu',chimipi-muserpilu' s. tumba.,57
Chimipilusa'-duker,Chimipilusa'-duker s.,57
chimipinamek,chimipinamek s. hoja de Santa María. Chimipinameklek,57
chimu'ker',chimu'ker' (chimu'r) vt. ¡huméale (para curarle)!,58
chimu'palli,chimu'palli (chimu'lli) vt.,58
chinala,"chinala s. barbacoa, ahumadero,",58
chiñi),*chiñi) vt. ahumar comida.,58
chinchen,chinchen s. especie de loro,58
chinchi,chinchi s. cangrejo. Chinchi,58
"chinchi,","chinchi, chinchipi s. reloj. Kua",58
chinchitek,chinchitek s. parte posterior o,58
chinenlu',"chinenlu' s. tierra blanca, arena blanca. Chinenlu' i'na",58
chiñinter',chiñinter' s. teniente gobernador. Chiñinter',58
chinker',chinker' vt. ¡ahúmalo! ¡Dekkana chinker'! ¡Ahuma el majaz!,59
chinku'palli,*chinku'palli (*chinku'lli) vi. toser. Nana chinkui'ñ i. Él,59
chinku'tek,chinku'tek nom. persona que,59
-chinla',"-chinla' adv. de una vez, ya.",59
chinluwa,"chinluwa s. shicana, patarashca",59
chinpalli,*chinpalli (*chiñi) vt. ahumar.,59
chinpenñan1,chinpenñan1 s. desembodacura de un río. La'pir,59
chinpenñan2,"chinpenñan2 s. tallo de un fruto (donde nace el fruto, p.e.",59
chinpenñawanpalli,*chinpenñawanpalli (*chinpenñawañi) vi.,59
chinpi,chinpi nom. carne ahumada.,59
chinta',chinta' (cast. tienda) s. tienda.,60
chintapalli,*chintapalli (*chintulli) vi. ahumar. Petasha chintapalli. Petronila está ahumando. val.: *chinapalli.,60
chintenlu',chintenlu' s. pantorrilla. Ruki,60
"chintenna,","chintenna, chintennan s. escalera. ¡Chintennan",60
chintenpi,chintenpi s. ruro de gallina u otra,60
chinter',chinter' vi. ¡ahuma!,60
chinter'apilalli,*chinter'apilalli (*chinter'lli) vi. subir. Kulla chinter'lli,60
chinter'ker',chinter'ker' (chinte'ker') vi. ¡sube! Ekpa mer'chulli.,60
chinter'ter',chinter'ter' (chinte'ter') vt. ¡sube! ¡súbelo! ¡Chinter'ter',60
chipellu',"chipellu' (chipetllu') s. aguajal,",60
chipellu',chipellu' ashin s. madre del,60
chipenñan,chipenñan s. tallo del aguaje.,60
chiper-da'wan,chiper-da'wan s. aguaje machaco. Chiperda'wan,60
chiper',"chiper, chiper' s. aguaje,",60
chipe'chek,chipetchek (chipe'chek) s. mosquitero. Ten'etchek chipetchekwek.,61
chipitek,chipitek s. 1) piel.,61
chiteklu',"chiteklu' s. pez ""mañana me voy"", pez zapaterito.",61
chitekpilu',"chitekpilu' s. restinga, parte alta que sólo se inunda en épocas de grandes crecientes de los ríos. Ekser ukuchin",61
chiter'-sudu,"chiter'-sudu s. topa, balsa,",61
chiter',"chiter', chiter s. maíz. Chiter'",61
chiter'lla,chiter'lla s. grano de maíz.,62
chiter'walek,chiter'walek (*walek2) s. maíz,62
chu'ken-tuntun,chu'ken-tuntun s. tamborcito para pandillar. ¡Chu'ken-,62
chu'ken'apalli,"*chu'ken'apalli (*chu'kenñi) vi. pandillar, bailar la pandilla al",62
chu'kenker',chu'kenker' vi. ¡pandillea! ¡baila la pandilla! ¡Chu'kenker'!,62
Ya',chuchu s. carne. Ya' Allika,62
chuer'api'ñi,*chuer'api'ñi vi. no fallar.,62
chunpi,chunpi s. caracolito de tahuampa. Chunpi u'chimu,62
chunser',"chunser' s. pucacunga,",63
d'iser'chapalli,*d'iser'chapalli (*di'ser'chulli) vi. quemarse. Menmi,63
da'apalli,*da'apalli (*da'lli) vi. 1),63
da'apanunta'lli,da'apanunta'lli (da'unta'lli) vi. entrar en otro lugar.,63
da'apencha'lli,da'apencha'lli (da'encha'lli) vi. entrar donde uno está.,64
da'chik'apalli,"*da'chik'apalli (*da'chiklli) vi. no hacer travesuras, evitar",64
da'chiker',da'chiker' vi. ¡no hagas travesuras! ¡contrólate! ¡Aner,64
da'chinkapilalli,da'chinkapilalli (da'chinkalli) vi. rajarse (un plato). Sina,64
da'dektapalli1,"*da'dektapalli1 (*da'dektulli1) vi. sumergirse en el agua,",64
da'dektapalli2,*da'dektapalli2 (*da'dektulli2) vt. romper algo sentándose encima. Mikir lupersu',64
da'dekter'1,da'dekter'1 vi. ¡sumérgete (en el,64
da'dekter'2,da'dekter'2 vt. ¡rómpelo,64
da'encher',"da'encher' (da'ancher') vi. ¡ven entra! ¡Da'encher',",64
da'iyaker',da'iyaker' (da'iyer') vi. ¡acostúmbrate! ¡Da'iyer',65
da'iyapalli,*da'iyapalli (*da'iyalli) vi. acostumbrarse. Ñiñi'wawek,65
da'iyatapalli,*da'iyatapalli (*da'iyatulli) vt. acostumbrarse a alguien.,65
da'iyater',"da'iyater' vt. ¡acostúmbrate a alguien! ¡Llushá, amisha",65
da'kanchinek'apalli,*da'kanchinek'apalli (*da'kanchineklli) vi.,65
da'kanchinekker',"da'kanchinekker' vi. ¡fórmate! ¡ponte en fila! ¡Idu,",65
da'ker',da'ker' vi. ¡entra! ¡pasa!,65
da'kerker',da'kerker' vi. ¡entra! ¡pasa!,65
da'lalauktapalli,da'lalauktapalli (da'lalauktulli) vt. entrarle,65
da'ler'apalli,*da'ler'apalli (*da'lerlli) vi.,65
da'lerker',da'lerker' vi. ¡sombréate! ¡ponte,66
da'lusutapalli,*da'lusutapalli (*da'lusutulli) vt. aplastar,66
da'lusuter',da'lusuter' vt. ¡aplástalo,66
da'mektapalli,da'mektapalli (da'mektulli) vi. entrar al monte. Pideru,66
da'mekter',da'mekter' vi. ¡entra al monte!,66
da'muku',da'muku' vi. ¡siéntense en grupo! ¡Asek i'la,66
da'mupallina',*da'mupallina' (da'mulli) vi.,66
da'panpalli,da'panpalli (da'pañi) vi.,66
da'pek'apalli,*da'pek'apalli (da'peklli) vi.,66
da'pektapalli,*da'pektapalli (*da'pektulli) vt. romper algo sentándose encima. Llinsetchunan,66
da'pin,"da'pin adv. engañosamente,",67
da'pinekla,"da'pinekla, da'pineklan adv. en vano. Da'pineklan uklek.",67
da'sentuna,"da'sentuna, da'sentunan s. colmillo. Amantek",67
da'siwa'palli,*da'siwa'palli (da'siwa'lli) vi.,67
da'siwa'tapa'palli,*da'siwa'tapa'palli (*da'siwatanpa'lli) vi.,67
da'siwalantekpalli,*da'siwalantekpalli (*da'siwalanteklli) vi.,67
da'tapalli,*da'tapalli (*da'tulli) vt. 1),67
da'ter',da'ter' vt. 1) ¡visítalo! ¡entra en su casa! ¡Wiwiana da'ter'! ¡Visita a Viviana! 2) ¡póntelo (ropa)! ¡Da'ter',68
da'tu'palli,*da'tu'palli (*da'tu'lli) vi.,68
da'tunter',da'tunter' vt. ¡anda entra (donde,68
da'unter',da'unter' vi. ¡entra (en otro sitio)!,68
da'wa'palli,*da'wa'palli (*da'wa'lli) vi.,68
da'wala'-lada,"da'wala'-lada s. anteojos, lentes. Kenmaler a'wer'lla",68
da'wala'-lantek,da'wala'-lantek s. zapatos.,68
da'wan,"da'wan s. serpiente, culebra, víbora. Da'wanler ala'sa'",68
da'wan,da'wan iker s. veneno de víbora.,68
da'wan-lli'la,"da'wan-lli'la s. sitaracu, especie de hormiga. Asu'",68
da'wanser,"da'wanser s. pez doncella, zúngaro. Da'wanser i'na",68
da'wek'apalli,da'wek'apalli (da'weklli) vt.,69
da'wilek'apalli,*da'wilek'apalli (*da'wileklli) vi. estar de reemplazo.,69
da'wilektapalli,*da'wilektapalli (*da'wilektulli) vt.,69
dada-tapalli,*dada-tapalli (dada-tulli) vi.,69
dadapu,dadapu 1) adj. blanco. Pideru,69
2),2) s. persona blanca. Wirkiña,69
Dadapu-muda',Dadapu-muda' s. gente blanca.,69
Dadapu-wa'dan,"Dadapu-wa'dan s. blanco, wiracocha. Lachek'i'nek",69
dadapu'su',"dadapu'su' nom. blanco, lo que",69
dadapudeklu',"dadapudeklu' s. arcilla blanca,",70
dadapudeksha,dadapudeksha s. líquido blanquito. Ker',70
dadapulun,dadapulun s. mujer blanca.,70
dadapupen,dadapupen s. hombre blanco.,70
dadawilu',dadawilu' s. greda blanca para,70
daka,daka s. especie de árbol muena.,70
dakala,dakala s. especie de arbusto,70
daki'dek,"daki'dek adj. bebida insípida, sin sabor. Daki'dek itullina'",70
dakila,dakila s. carbón. Dakila,70
daku'si'palli,*daku'si'palli (*daku'si'lli) vt.,70
dakuta'palli,*dakuta'palli (*dakuta'lli) vi.,71
dakuta'tek,"dakuta'tek nom. vergonzoso, tímido. Asu' Alliku",71
dalatek,"dalatek s. pona, especie de",71
daluker',daluker' (dalur) vt. ¡pártelo! ¡descuartízalo! ¡Daluker',71
dalupalli,*dalupalli (*dalulli) vt. partir,71
dalusupi,"dalusupi s. gorgojo perforador,",71
dalutapalli,dalutapalli (dalutulli) vi.,71
daluter',daluter' vi. ¡descuartiza!,71
damella-itekla,damella-itekla s. dedo de la mano. Iteklawek a'ñilli,71
damellada,damellada s. 1) grano pequeño.,71
damelladapalli,*damelladapalli (*damelladalli) 1) vi. tener,72
no,no tiene vida. 2) s. ser de tejido,72
damellawan-itekla,damellawan-itekla s. dedo de la mano. Damellawan-,72
damellawan-lantek,damellawan-lantek s. dedo del pie. Kusher,72
damellu'shasu',damellu'shasu' nom. lo que es o,72
damer,*damer adj. pequeño.,72
dame'chanpa',dame'chanpa') s. ramas,72
damer'ita,"damer'ita s. taricaya, terecay,",72
damer'ita-kadu',damer'ita-kadu' s. huevo de taricaya. Ischiwan,72
damera'su',*damera'su') s. 1) ser menudo. Chiter',73
damula,damula s. sal.,73
damulawei'ñi,damulawei'ñi (damulawai'ñi) vi. no tener sal. Asu' kalu'pi,73
damur,"damur s. incienso, goma seca de madera. Damur i'na",73
danek,danek s. cerquillo. Wiwiana,73
danker'lli,*danker'lli; *danke'lli) vi. entrar. Nana pitun,73
Sala',danku1 s. flor. Sala' i'na,74
danku2,"danku2 s. huanay, tipo de garza. ""Danku"" itulek",74
dankumerlli),*dankumerlli) vi. hundirse,74
dankumerker',dankumerker' vi. ¡húndete en el agua! ¡sumérgete!,74
dankunpalli,*dankunpalli (dankuñi) vt. ir a,74
dankunwer',dankunwer' vi. ¡florece!,74
dankupalli,*dankupalli (*dankulli) vt.,74
dankur',dankur' vt. ¡póntelo en la cabeza! ¡Sunpillu',74
dankurkek,dankurkek s. 1) corona. Duwin,74
dankuwanpalli,"*dankuwanpalli (*dankuwañi) vi. florecer,",75
dankuwansu',"dankuwansu' nom. floreado, que tiene flores. Asu'",75
danpalli,*danpalli (*dañi) vt.,75
dansu',"dansu' s. sobreviviente, sobrante. Nu'unta'",75
dansu'ker',dansu'ker' vi. ¡sobrevive!,75
dansu'palli,*dansu'palli (*dansu'lli) vi.,75
dansula,dansula s. insecto volador negro,75
dansulu',dansulu' s. caracolito de,75
dantapalli,*dantapalli (dantulli) vb.,75
danwilektapalli,*danwilektapalli (*danwilektulli) vt.,76
danwilekter',danwilekter' vt. ¡cámbiate (de,76
daper,daper nom. colectivo.,76
dapinantek,dapinantek nom. ciego.,76
dapipalli,*dapipalli (*dapilli) vi. tener,76
dasu',"dasu' adv. antes, hace un rato, entonces. Dasu'",76
dasu'-dekpilli',dasu'-dekpilli' adv. madrugada (alrededor de las 3 a.m.),76
dasu'la,dasu'la adv. en la mañana.,76
dasu'lasha,dasu'lasha adv. de mañanita (alrededor de las 5 a.m.),76
dasu'walek,dasu'walek adv. desde,76
U'dapitek,datek adj. áspero. U'dapitek,76
datek'apilalli,*datek'apilalli (dateklli) vi. ser,76
dateknañi,*dateknañi vi. tener tallo áspero.,77
dawella,"dawella s. fruto de la chonta o ""huasaí."" Dawella aitekler",77
dawer,"dawer s. palmera chonta, fruto de la chonta, huasaí. Dawer",77
dawerker',"dawerker' s. chonta rumo,",77
inceptive,"inceptive aspect. s. atinga, pez",77
Asu',"dawík adv. abajo, bajo. Asu'",77
dawishek,"dawishek adv. bajito, bien bajo.",77
dek1,dek1 s. agua. Nana dekkek,77
dek,"dek ashin s. madre del agua,",78
dek-kupiwan,dek-kupiwan s. boa acuática de,78
dek'apalli1,*dek'apalli1 (*deklli1) vt. botar.,79
dek'apalli2,*dek'apalli2 (*deklli2) vi. fermentar. Nana uklupidek,79
dek'enma'tek,dek'enma'tek s. cushuri.,79
dekchinkata'asu',dekchinkata'asu' nom. persona que ha sido operada.,79
dekchinkatapalli,*dekchinkatapalli (*dekchinkatulli) vt.,79
dekchinkater',"dekchinkater' vt. ¡opéralo! ¡Duktur, awawek",79
inya'kaser,dekkana inya'kaser s. hiel de majaz. Dekkana,79
"dekkana,","dekkana, dekkanan s. majaz, majás. Dañir dekkanan",79
dekkananlu',dekkananlu' s. carne de majaz.,79
dekker',dekker' vt. ¡tíralo! ¡bótalo! ¡Nana ker' eksu'a'masu',79
dekketchapalli,dekketchapalli (dekketchulli) vt. cortar tela o papel. Talit,79
dekketcher',dekketcher' vt. ¡córtalo (tela o,79
"dekkun,","dekkun, dekku s. camino.",80
dekkunker',dekkunker' vt. ¡vete a botarlo! ¡Nana lalumek,80
dekkuntapalli,*dekkuntapalli (*dekkuntulli) vi. caminar.,80
dekkunter',dekkunter' vi. ¡camina!,80
deklala-shi'llek,"deklala-shi'llek s. tuqui-tuqui,",80
deklalu',"deklalu' s. chamisal, terreno en el centro que se mantiene",80
deklalu',deklalu' ashin s. madre del,80
dekllinkatapalli,"dekllinkatapalli (dekllinkatulli) vt. pishtar,",80
dekllinkater',dekllinkater' vt. ¡píshtalo! ¡trózalo! ¡Asu' amantek,80
deklu'tek,deklu'tek s. 1) charco.,81
deklutapalli,*deklutapalli (*deklutulli) vt.,81
dekluter',"dekluter' vt. ¡córtalo en rebanadas! ¡rebánalo! ¡pícalo! ¡Pinter dekluter',",81
dekmayun,"dekmayun s. tinaja, cántaro para",81
dekmer',dekmer' vi. ¡trae agua!,81
dekñiñi',"dekñiñi' s. yacupuma, tigre del agua. Dekñiñi' i'na lupa'",81
dekpa'palli,*dekpa'palli (*dekpa'lli) vi.,81
dekpa'tapalli,dekpa'tapalli (dekpa'tulli) vt.,81
dekpa'ter',dekpa'ter' vt. ¡córtalo (árbol)!,81
dekpan'enchektapalli,dekpan'enchektapalli (dekpan'enchektulli) vt.,82
dekpan'enchekter',dekpan'enchekter' vt. ¡córtale el pelo (a ella)!,82
dekpandanektapalli,dekpandanektapalli (dekpandanektulli) vt.,82
dekpandanekter',dekpandanekter' vt. ¡córtale el cerquillo!,82
dekpenku,"dekpenku s. cushuri, ave",82
dekpilli',"dekpilli' adv. anoche, de noche, noche. Dekpilli' ukalek,",82
deksa'tapalli1,*deksa'tapalli1 (deksa'tulli1) vt. introducir o meter algo en,82
deksa'tapalli2,*deksa'tapalli2 (*deksa'tulli2) vt. prender fuego a algo.,82
deksa'ter'2,deksa'ter'2 vt. ¡préndelo! ¡Menmin deksa'ter! ¡Prende la chacra!,82
deksa'ter'1,deksa'ter'1 vt. ¡introdúcelo! ¡mételo! ¡Tanta'pen,82
deksamer-kanka,"deksamer-kanka s. huairanga,",82
deksamerapalli,"*deksamerapalli (*deksamelli) vt. pescar con anzuelo, anzuelear.",83
deksamerchek,deksamerchek (deksametchek) nom.,83
deksamerker',deksamerker' (dekserker') vt. ¡anzueléalo! Pekta,83
dekshadek,dekshadek s. quebradita que no corre. Nana dekshadek samerwanpalli. Esta,83
deksula,"deksula s. isula, especie de",83
dektu',"dektu' s. zancudo ""virote"".",83
dektu'tapalli1,*dektu'tapalli1 (*dektu'tulli1) vt. picar un insecto sacando sangre. Iyun nana,83
dektu'tapalli2,"*dektu'tapalli2 (*dektu'tulli2) vt. enhebrar, ensartar el hilo en la aguja. Wilawek",83
dektu'ter',dektu'ter' vt. ¡ensártalo! ¡Lawak pitellin,83
"dektuna,","dektuna, dektunan s. tijeras.",84
dektunenchektutek,dektunenchektutek nom. peluquero.,84
dektunker',dektunker' vi. ¡corta! ¡Sawellilek dektunker'! ¡Corta con machete!,84
dektunpalli,*dektunpalli (dektuñi) vi.,84
dektuntapalli,"*dektuntapalli (*dektuntulli) vt. 1) trozar, cortar. Mañu",84
dektunter',dektunter' vt. ¡trózalo! ¡córtalo!,84
dekwa'ker',dekwa'ker' (dekwer') vt. ¡mételo! ¡introdúcelo! ¡D ekwer' asu' pisha' ǝ,84
dekwa'nala,dekwa'nala s. timbina. Dunisiu,84
dekwa'palli,*dekwa'palli (*dekwa'lli) vt.,84
dekwa'tapalli,"dekwa'tapalli (dekwa'tulli) vt. meter, introducir, atravesar.",84
dekwa'ter',dekwa'ter' vt. ¡mételo! ¡atraviésalo! ¡Chipetchek,84
dekwala'na,"dekwala'na, dekwala'nan s.",84
dellu'tek,dellu'tek s. arena.,85
dellu'teklu',dellu'teklu' s. playa.,85
Lanla',dellutek s. playa. Lanla',85
den'apalli,*den'apalli (denlli) vi. tener filo.,85
den'apili'ñi,den'apili'ñi vi. no tener filo.,85
denmaker',denmaker' vt. ¡pégale! ¡golpéalo! ¡Sudanpen lupersu',85
denmapalli,*denmapalli (*denmalli) vt. 1),85
denñi,"denñi s. nutria, lobo de río más",86
denpa,denpa s. especie de hierba filuda,86
denshipa'1,"denshipa'1 adj. filudo, filoso, agudo. Aweraman latek",86
di'apalli,di'apalli (di'lli) vi. matar. Kuan,86
di'dektapalli,di'dektapalli (di'dektulli) vt.,86
di'dekter',di'dekter' vt. ¡bótalo al agua!,86
di'din,"di'din s. 1) caldo, sopa. ¡Kupideksha aku'r",86
di'nser,"di'nser s. pájaro sui-sui, especie de pájaro celeste. Di'nser",86
di'setchapalli,di'setchapalli) vt. quemar.,86
di'setcher',di'setcher') vt. ¡quémalo! ¡Kenmaler di'setcher' menmiwek! ¡Quema mi chacra!,87
di'ser'ker',di'ser'ker' vi. ¡quema! ¡Ipa'la,87
di'serapalli,di'serapalli (di'setlli) vi. quemar. Kuansha,87
di'tapalli,*di'tapalli (*di'tulli) vt. 1) matar. Yurimawa' kawi,87
di'tek,"di'tek nom. asesino, criminal.",87
di'teklu',"di'teklu' s. arcilla, greda. ¡Wandek penwinetcher'!",87
di'ter',di'ter' (dei'ter') vt. ¡mátalo!,87
dimupalli,*dimupalli (*dimulli) vt. amontonar. Tanpin i'na,87
dinda'tapalli,*dinda'tapalli (*dinda'tulli) vt. extraviar a alguien.,87
dinda'ter',dinda'ter' vt. ¡extravíalo! ¡Nana,88
*dinker'lli,*dinketlli; *dinker'lli) vi.,88
dinker'ker',"dinker'ker' vi. ¡bota hojas (árbol)! ¡Awapishá,",88
dinki'yektapalli,*dinki'yektapalli (*dinki'yektulli) vi. botar agua. Idu dinki'yektulli,88
dinki'yekter',dinki'yekter' vi. ¡bota el agua!,88
dinkidektapalli,*dinkidektapalli vi. botar agua.,88
dinlu'dek,dinlu'dek s. saliva. Dinlu'dek,88
dinlu'ker',dinlu'ker' (dinlu'r) vi. ¡escupe!,88
dinlu'palli,*dinlu'palli (*dinlu'lli) vi. escupir. Kenma' lunpan-,88
dinlu'tapalli,dinlu'tapalli (dinlu'tulli) vt.,88
dinlu'ter',dinlu'ter' vt. ¡escúpele!,88
dinlupi,dinlupi s. corazón.,88
dinpa-lu'tek,"dinpa-lu'tek, dinpan-lu'tek s.",89
dinpananpalli,*dinpananpalli (*dinpanañi) vi. caerse un árbol o palo.,89
dinpek'apalli,*dinpek'apalli (*dinpeklli) vt.,89
dinpekker',"dinpekker' vt. ¡quiébralo (palo,",89
¡Lli'ku',dinpu s. espuma. ¡Lli'ku',89
dinputapalli,*dinputapalli (*dinputulli) vi.,89
dinsuluker',dinsuluker' vt. ¡bótalo! ¡expúlsalo! ¡Dinsuluker',89
dinsulunter',dinsulunter' vt. ¡bótalo!,89
dinsulupalli,*dinsulupalli (*dinsululli) vt.,89
dinsuwilapalli,*dinsuwilapalli (*dinsuwilalli) 1) vi. quedar,89
quedamos,quedamos huérfanos. cf: suwila. 2) vt. dejar huérfano a alguien. Tatawek,90
dintuntapalli,*dintuntapalli (*dintuntulli) vt. echar más leña para atizar la candela. Tashunpila'su',90
dintunter',dintunter' vt. ¡atiza!,90
diuntunker',diuntunker' vt. ¡júntalo!,90
diuntunpalli,*diuntunpalli vt. reunir. Chiter,90
¡Ker'itencha'u,diwek s. leña. ¡Ker'itencha'u,90
diuk'apalli,*diuk'apalli; *diuklli) vi.,90
diwekker',diwekker' (diukker') vi. ¡corta leña! ¡Diwekker' amipenki! ¡Corta leña para,90
diwitek,diwitek s. corteza seca de árbol.,90
du,"du s. ishanga, ortiga. Du",90
du',"du' s. barriga, abdomen. Ikiyulek. Me duele la barriga",90
du'-sipa,du'-sipa (sipa) s. papaya,90
du'apalli,"*du'apalli (*du'lli) vi. sentarse,",91
du'ker',du'ker' vi. ¡siéntate! ¡Du'ker'!,91
du'lupi,"du'lupi s. columna vertebral,",91
du'nan,"du'nan s. asiento, banca. ¡Keritenchau nana",91
du'nantek,"du'nantek s. asiento, banca, silla ¡Keritenchau nana",91
du'tapalli,*du'tapalli (*du'tulli) vt.,91
du'wan,du'wan adj. ancho. Asu',91
du'winpu',"du'winpu' adj. estrecho, no ancho. Asu' pentunan",91
duden,"duden s. hermanito de una niña,",91
dudinpu',"dudinpu' adj. todo tipo de, de todo. Tanak dudinpu' ñapalli. En el monte hay de todo. Tanak dudinpu'",91
dudinpu'la'la'-yañinchita'su',dudinpu'la'la'-yañinchita'su' s. lingüista. Dudinpu'la'la',92
pilli'tulli,dukeller pilli'tulli nanentu vt.,92
duker,duker s. 1) luna. Duker,92
duker-uklli,duker-uklli s. noche de luna.,92
duktur,"duktur s. doctor, curandero.",92
dule'chapalli,"*dule'chapalli) vi. formarse o tener pus, supurar,",92
dulerpitapalli,*dulerpitapalli (*dulerpitulli) vi. tener tumores o heridas en el cuerpo. Wilawek wawa,92
duler'ukpi,dulerwekpi (duler'ukpi) s.,93
dulerwekpi-danku,dulerwekpi-danku s. flor de sancapilla. Tiene forma de,93
duleryu',"duleryu' (duletyu'; dule'yu') s. pus, postema, apostema,",93
dulli',dulli' s. pequeña víbora malagüero. Dulli' kananek pekkiwan. Cuando se,93
dullin,"dullin s. tripas, intestino deglado.",93
"dunalli,","dunalli, dunallin s. copal, antorcha. A'tentuku'",93
dunan1,dunan1 s. cintura.,93
Ama'pa'seku,dunan2 s. piraña. Ama'pa'seku,94
dunanlu',"dunanlu' s. añasua colorada,",94
dunanser,"dunanser s. gamitana, especie de pez. Dunanser i'na",94
dunantek,"dunantek s. arahuana, especie de pez. Dunantek samer",94
dunektapalli,dunektapalli (dunektulli) vt.,94
dunekter',dunekter' vt. ¡ladéalo! ¡esquívalo! ¡Dunekter' asu',94
